Feature	Min	Max
21.46227243.46227451	0	4.76900470700717
21.46048974.46049153	0	7.06160340939068
21.46377866.46378073	0	3.79319881029552
21.46228785.46229135	0	4.32895132391201
21.46001300.46001576	0	3.88728155166999
21.46448183.46448414	0	2.87514899167548
21.46025499.46025846	0	4.42202438697102
21.46226115.46226434	0	4.37998824253537
21.45894142.45894492	0	3.86139961115744
21.46152985.46153145	0	4.66824963320246
21.46379167.46379375	0	3.62290693035603
21.46381558.46381905	0	4.0887776403673
21.45985625.45985841	0	4.47840237803727
21.46355592.46355930	0	3.93516740742819
21.45887160.45887475	0	4.5682571281848
21.46394044.46394207	0	6.53518671231429
21.45986232.45986505	0	3.51456415595757
21.45881997.45882245	0	3.15617492031325
21.46083471.46083819	0	4.50672887183635
21.46618811.46619152	0	3.65474485303202
21.46064908.46065225	0	5.19004983887185
21.46636376.46636715	0	5.97568750044876
21.46297487.46297693	0	4.29373096577132
21.45950698.45951044	0	4.16439208927698
21.46219941.46220224	0	3.8162105666801
21.45975763.45975945	0	3.53357580666712
21.46122535.46122700	0	4.0957472360434
21.46421102.46421444	0	3.22431507650887
21.46349235.46349397	0	3.94694603206978
21.45892551.45892828	0	6.70969040980334
21.45970357.45970694	0	2.89343793570327
21.45805465.45805805	0	2.505487020181
21.46000468.46000817	0	4.17034973245535
21.46472373.46472718	0	5.25198791624103
21.46256467.46256671	0	2.98067427559365
21.46052781.46053007	0	3.73900556471004
21.46176504.46176852	0	2.25941411281048
21.46635405.46635755	0	7.13183638727079
21.45965541.45965852	0	2.10599648148485
21.46023612.46023958	0	4.02131092932308
21.45818985.45819310	0	5.00942779752352
21.46321174.46321354	0	5.18859082369405
21.45883225.45883486	0	3.04120267313385
21.46229795.46229983	0	4.36865661620297
21.46366606.46366878	0	2.90317713247117
21.46210520.46210719	0	3.36536219667433
21.45958016.45958355	0	3.97853429371384
21.46080401.46080726	0	3.49823810025858
21.46003686.46003968	0	2.60219317441468
21.46436623.46436912	0	4.74813379853743
21.46325580.46325800	0	4.92614652798422
21.46033443.46033762	0	3.2255464123733
21.46363770.46363983	0	3.20045413257274
21.45950467.45950673	0	5.42818594995362
21.46291637.46291891	0	4.32101891058847
21.46189922.46190238	0	4.6223681524169
21.46411749.46412026	0	2.86649656846922
21.46123359.46123580	0	2.38036097126619
21.46012919.46013082	0	2.43452681845596
21.46455550.46455900	0	4.92694350535473
21.45972541.45972812	0	5.55301330538581
21.46028145.46028492	0	4.48426705261196
21.45820586.45820877	0	3.49919533205571
21.45983437.45983770	0	4.66294033483304
21.46183918.46184196	0	5.11931467198233
21.46457957.46458290	0.567594120744438	6.1240861489409
21.46515054.46515399	0	4.11031312570989
21.46065277.46065626	0	6.10374100577359
21.46504211.46504520	0	4.34668746662338
21.46391194.46391543	0	3.28778993675013
21.46585224.46585512	0	2.53682627594459
21.46605005.46605338	0	4.96062754364974
21.46376907.46377252	0	4.62501325987301
21.46202580.46202790	0	3.85429493045532
21.45800546.45800770	0	3.34608462825115
21.46098530.46098867	0	5.86618100895971
21.46295814.46295985	0	4.69139457853808
21.45995156.45995500	0	3.70147143098627
21.46532114.46532448	0	4.2586621318447
21.46050504.46050791	0	3.76742174497336
21.46286159.46286509	0	6.47800429275384
21.46055203.46055537	0	5.39717318522305
21.46009940.46010169	0	2.27328313005153
21.45882714.45882953	0	2.86701674474523
21.46308451.46308798	0	3.24860162602971
21.46358368.46358692	0	3.76674355770148
21.46540185.46540363	0	4.06414131440544
21.46588193.46588399	0	2.92793247326048
21.46346576.46346922	0	3.26585542093991
21.45832766.45833110	0	3.53944421931323
21.46347958.46348306	0	3.60370348445819
21.46035525.46035796	0	3.29017075979226
21.46478998.46479258	0	2.70860000630451
21.46386996.46387240	0	4.29013683889035
21.46334827.46335027	0	3.78205204099898
21.46354891.46355146	0	4.55984663094498
21.46131949.46132106	0	2.95003722092924
21.45837971.45838302	0	3.56077608432516
21.46213740.46214080	0	3.33212214498193
21.46509093.46509253	0	3.51244182068398
21.46626592.46626939	0	4.98067884480761
21.46179919.46180246	0	4.12050953988574
21.46050942.46051277	0	3.36110580257608
21.46518954.46519304	0	2.61976747795349
21.45954975.45955267	0	3.10103986050522
21.46033987.46034244	0	2.93995620502951
21.46325093.46325256	0	5.71005148978042
21.45880221.45880386	0	5.47017240353352
21.46560830.46561138	0	5.5178677696644
21.46456003.46456339	0	4.80809153894054
21.45918068.45918372	0	2.3322524999525
21.46318104.46318440	0	3.93122918906921
21.46550635.46550984	0	6.4111516465255
21.46083964.46084118	0	3.90814038981133
21.46639758.46640080	0	4.5334387577709
21.46637788.46637997	0	5.49390347157746
21.45831101.45831431	0	2.27322642649963
21.46184829.46185147	0	6.85691101419323
21.45929181.45929453	0	2.56677132463503
21.46320037.46320235	0	4.23273749384733
21.46428977.46429149	0	3.53049529567328
21.45913104.45913454	0	2.79920130764332
21.46097366.46097656	0	5.47905590587994
21.46650615.46650952	0	3.94606643123668
21.46214471.46214806	0	3.08970660792349
21.45818353.45818504	0	4.88695977943962
21.45865493.45865727	0	4.50413729468617
21.45973640.45973983	0	5.16874631913144
21.46296800.46297079	0	4.8320849175941
21.46116880.46117230	0	2.76548594849957
21.46233870.46234179	0	3.39123293299583
21.46459482.46459648	0	5.40697877134674
21.46055703.46055937	0	5.34893702011088
21.46058626.46058886	0	3.89550621312225
21.46376329.46376661	0	5.03247116966576
21.46321518.46321816	0	4.36525159968388
21.46638021.46638222	0	5.51589533780795
21.45982738.45982891	0	4.95800279158007
21.45993789.45994114	0	4.21839371107679
21.46170785.46171133	0	4.24007004282576
21.46215788.46215973	0	3.55900226618952
21.46297887.46298163	0	4.57331998805216
21.45887710.45888057	0	3.35262718523426
21.45832412.45832760	0	5.12259403927983
21.45822530.45822742	0	2.79673271488811
21.46397276.46397551	0	2.79652507759713
21.46646524.46646872	0	2.75641701650405
21.45931645.45931982	0	1.99266693106501
21.46022004.46022352	0	4.25217341320203
21.45951133.45951298	0	3.69971819022363
21.45886276.45886626	0	3.80357836637063
21.45979165.45979379	0	4.20644005721404
21.46063934.46064257	0	2.99319247728721
21.46410114.46410309	0	2.61014725381408
21.46414572.46414831	0	2.39999955087794
21.46559591.46559938	0	6.70213111852307
21.46183076.46183235	0	3.78193667615618
21.46081050.46081349	0	3.21365834146748
21.46062572.46062798	0	3.8333455301526
21.46054476.46054826	0	4.47325440564029
21.46116525.46116866	0	2.75001258389946
21.45977070.45977257	0	4.4660005763952
21.46029191.46029519	0	4.4897805394573
21.46413348.46413647	0	2.64569474247865
21.46147221.46147478	0	3.55952852253548
21.45802547.45802851	0	2.59296166801326
21.45906639.45906819	0	2.93495047144268
21.46667911.46668261	0	3.14692399189016
21.45993127.45993332	0	4.17213543960184
21.46325277.46325502	0	5.0950256194842
21.46425622.46425970	0	4.86402267123381
21.46145091.46145294	0	3.97898267240853
21.45836758.45837105	0	2.70322254370211
21.46598025.46598355	0	3.01499436530274
21.45971120.45971301	0	3.82873311915091
21.45817605.45817761	0	4.91066071720476
21.46362972.46363319	0	3.43257730966123
21.46552029.46552192	0	7.32997568309968
21.45914370.45914675	0	2.57071550198723
21.45875530.45875682	0	6.19801278210271
21.46089344.46089611	0	2.89842507914613
21.46609088.46609289	0	4.37398222651032
21.45990329.45990674	0	3.34804966251467
21.46617742.46618007	0	2.58616184343925
21.46475307.46475640	0	3.85600962389795
21.46394224.46394549	0	6.44860366192316
21.46153215.46153562	0	4.72968871344968
21.45894507.45894774	0	3.97399692219992
21.46503218.46503564	0	3.8040019151793
21.46564432.46564772	0	3.37802463149295
21.45854748.45854988	0	2.30979027922901
21.46055966.46056310	0	5.08072161117622
21.46054910.46055130	0	4.80620546071447
21.46353002.46353255	0	3.22289882145934
21.45954226.45954574	0	5.31890247833558
21.46581963.46582312	0	3.25703023631064
21.46606528.46606709	0	5.80957136223087
21.46323387.46323638	0	5.899729105339
21.46459806.46460111	0	4.37922585791316
21.46297324.46297474	0	4.13738875935258
21.46131501.46131831	0	2.32350842279059
21.46169041.46169306	0	2.78131144801048
21.46297711.46297881	0	4.10169209246305
21.46189616.46189914	0	5.08474462086847
21.45977315.45977552	0	4.65398290906284
21.46264931.46265105	0	3.34761605394883
21.46228277.46228493	0	6.51228852532273
21.46296089.46296325	0	5.2361519949941
21.46053081.46053298	0	5.44215726159146
21.46357649.46357999	0	4.85977081620874
21.46185755.46185956	0	3.62910011816038
21.45856976.45857319	0	2.25407999891475
21.45877888.45878216	0	2.8396109612333
21.46324763.46324913	0	5.96772427017937
21.46229371.46229568	0	5.33911956495972
21.45917288.45917529	0	3.65579830798316
21.45949501.45949849	0	3.38093304029249
21.45886741.45886996	0	5.459077459115
21.46667542.46667708	0	3.54857225631559
21.46000982.46001271	0	4.2106771876018
21.46634726.46634960	0.29651026851117	5.72291952776273
21.46162310.46162606	0	3.44005920434243
21.46648547.46648884	0	3.27891550585594
21.45972347.45972519	0	5.5022828590764
21.46621412.46621758	0	5.55515354091062
21.46052077.46052392	0	3.42171342925666
21.46173110.46173440	0	2.24672121994072
21.45874752.45875032	0	6.41296100440202
21.45820916.45821145	0	3.32703196738279
21.45880445.45880755	0	5.2601084805435
21.46555384.46555565	0	4.95627043802752
21.45920942.45921100	0	2.41646686242699
21.45831948.45832290	0	4.75554458024789
21.45885669.45885943	0	4.10642370220457
21.46459022.46459233	0	6.83300390664596
21.46506460.46506641	0	3.0463705686486
21.46023203.46023381	0	4.78006857965844
21.46392429.46392630	0	3.51471563193124
21.46155441.46155789	0	6.47431273071397
21.46622702.46622903	0	6.9518675043269
21.46458461.46458645	0	6.66341578449329
21.46509835.46510163	0	3.31203342058025
21.46416627.46416932	0	2.85153118426216
21.46079398.46079743	0	4.7111259260046
21.46230329.46230551	0	3.0318309739899
21.46355247.46355446	0	3.5972927910378
21.45983773.45983956	0	4.78212020679743
21.46572909.46573214	0	3.69868522237402
21.46667218.46667413	0	3.13313111272731
21.46128862.46129106	0	4.22185388643655
21.45974079.45974232	0	5.96510548124777
21.46368466.46368815	0	5.72111559841527
21.45830345.45830694	0	2.74985816729405
21.46353526.46353713	0	3.32211274803505
21.46406079.46406329	0	2.66290046965844
21.46498428.46498738	0	3.0688358771739
21.46057790.46058103	0	4.47205229778328
21.45877086.45877368	0	3.9286924652533
21.46284173.46284520	0	5.35045127812744
21.45836021.45836277	0	3.24725460506053
21.46635037.46635351	1.21459733495614	7.1972560164594
21.45829354.45829608	0	2.48420001491638
21.46465680.46466011	0	3.47967034021931
21.46080069.46080386	0	4.78658068033775
21.45791345.45791602	0	2.64088232920776
21.46078599.46078948	0	4.17095055331837
21.46565161.46565318	0	3.53733334555083
21.45983260.45983436	0	4.6226785599282
21.45949325.45949495	0	3.37187245788347
21.46551506.46551735	0	7.14606456717837
21.46248073.46248380	0	2.91513077539355
21.46067117.46067326	0	5.17519722307006
21.46098895.46099084	0	5.59329699437475
21.46067863.46068024	0	4.12412958532541
21.46122152.46122500	0	2.94244694340416
21.46436994.46437309	0	4.66359510504593
21.46552279.46552629	0	6.8249332903364
21.46285573.46285777	0	5.38383559766398
21.46283732.46283908	0	4.10493206802616
21.46187376.46187533	0	4.00923070558901
21.45864498.45864784	0	3.67138396273252
21.46622286.46622636	0	5.46580799008718
21.46091777.46092108	0	5.71611294212415
21.46296374.46296716	0	4.14659005827018
21.46371827.46372090	0	3.04017528734231
21.46374836.46375184	0	3.87068035166121
21.45873553.45873791	0	2.76984366066988
21.46454692.46454962	0	4.36165608306275
21.46432718.46432921	0	3.49419797361263
21.46188468.46188680	0	4.59783505567147
21.46184223.46184494	0	4.69941281974904
21.46182270.46182595	0	3.43266148670814
21.46060717.46061066	0	4.67979534670814
21.46399738.46400002	0	2.69796059288922
21.46550141.46550491	0	7.30616196806293
21.46254251.46254525	0	4.5004706539457
21.46426338.46426644	0	5.02340174381608
21.45988946.45989218	0	3.51086067396762
21.45972928.45973238	0	5.51064866858545
21.46046899.46047168	0	2.21824179965289
21.46320435.46320777	0	3.20682448710266
21.46117237.46117393	0	3.27347709903475
21.45974713.45975024	0	5.47121998245146
21.46005720.46005956	0	2.66080999181908
21.46386098.46386438	0	3.81416073038394
21.46425442.46425609	0	6.44487243221287
21.46443860.46444195	0	3.98438883553862
21.45991612.45991839	0	3.49735688570962
21.46287646.46287828	0	3.00864106078208
21.46364746.46365075	0	2.63451427814908
21.46103704.46103946	0	2.90122991095975
21.45932438.45932752	0	2.43228866535037
21.46500994.46501194	0	5.10877115744469
21.46376010.46376207	0	6.45462995474383
21.46252991.46253150	0	4.08359633379763
21.46003304.46003566	0	2.48178458091029
21.45973347.45973548	0	6.1397498372111
21.46435949.46436289	0	5.27442195180117
21.45975071.45975276	0	5.44144364025199
21.46079045.46079317	0	5.18332373561045
21.46544641.46544861	0	4.67257808983049
21.45837211.45837538	0	2.64046360184588
21.45803945.45804251	0	2.57125449595878
21.45978231.45978566	0	4.47988371408205
21.46253718.46254065	0	4.07715752868504
21.46342006.46342336	0	2.09723996286187
21.45985871.45986162	0	4.00091942505296
21.46372171.46372406	0	2.89719394874432
21.45801843.45802029	0	2.37587629933893
21.46185316.46185482	0	4.85280787821501
21.46375609.46375955	0	4.99446205921973
21.45992472.45992689	0	3.96290063120573
21.46183238.46183575	0	3.79546566232029
21.46133474.46133675	0	2.77308486143493
21.45953865.45954121	0	5.04317824586899
21.46326385.46326604	0	4.24324254556848
21.45916662.45916878	0	3.7478385070165
21.46143962.46144311	0	4.36134727802076
21.46394766.46395112	0	5.39157527447466
21.45978648.45978827	0	4.40822952359141
21.46009654.46009858	0	2.08993536761828
21.45911316.45911560	0	2.42411051193163
21.46561440.46561623	0	5.62303866608395
21.46288659.46288901	0	3.49395469364137
21.46559298.46559499	0	7.59383180115064
21.46059548.46059745	0	4.05487451818732
21.46036661.46036988	0	4.45468259031833
21.45815359.45815655	0	2.14865106781595
21.45950128.45950424	0	4.24551087462333
21.46189228.46189399	0	5.6205160333675
21.46459244.46459455	0	6.08852537666657
21.45958358.45958559	0	4.25954367314869
21.46172644.46172834	0	2.61645886091019
21.46475064.46475282	0	3.72233486441455
21.46145310.46145643	0	3.74171505468703
21.46152672.46152873	0	4.02385856727509
21.46057230.46057555	0	5.49774008860909
21.45802087.45802434	0	2.26733203858635
21.46254730.46255027	0	3.90816921843905
21.46634088.46634351	0	6.10217729285467
21.46227910.46228124	0	5.08375374570729
21.45930394.45930730	0	2.25362930369719
21.46561755.46561947	0	4.65045439228962
21.46110495.46110837	0	3.45282207341004
21.46599237.46599587	0	3.90715025734702
21.46322223.46322495	0	4.81494513676095
21.45984007.45984292	0	4.27959015336746
21.46620888.46621215	0	5.03977009283301
21.46456438.46456609	0	4.2902990620771
21.45961683.45961933	0	1.97888385805567
21.46191543.46191745	0	3.58526303088387
21.45876657.45877001	0	4.25273354496888
21.46492860.46493203	0	2.61725851192258
21.45990740.45991007	0	3.23115588588069
21.45819338.45819564	0	5.66441741698472
21.45868112.45868441	0	2.475429946788
21.46049927.46050267	0	6.35369203471902
21.46222126.46222441	0	2.70126958394919
21.46097906.46098243	0	5.49197812448208
21.45891683.45892027	0	6.69140853778396
21.45970748.45970950	0	2.74406419488813
21.46374254.46374603	0	4.65265283982564
21.46056515.46056861	0	4.52712665058011
21.46006370.46006605	0	2.219456643397
21.46386442.46386599	0	3.94089966013841
21.46066573.46066781	0	5.20230800675397
21.45972058.45972226	0	5.37322362210121
21.46025123.46025451	0	4.29598010105588
21.46229165.46229368	0	4.25421608724232
21.46035870.46036181	0	4.5286463270616
21.46368910.46369247	0	4.5598282804432
21.46146919.46147196	0	3.90330826798251
21.46527439.46527700	0	3.2290818140752
21.46504710.46505047	0	5.01383740107029
21.46194487.46194747	0	3.34781020200084
21.46077564.46077765	0	2.34366648925294
21.45992279.45992465	0	3.92841770138849
21.46038446.46038767	0	5.52193644058147
21.46253409.46253585	0	3.87165640134632
21.46361945.46362295	0	3.89999730715968
21.46157744.46157924	0	3.04605968891334
21.45926418.45926603	0	2.52796110736118
21.46228564.46228726	0	6.31886272038236
21.46222506.46222856	0	3.13145778547909
21.46626973.46627136	0	5.82818219261983
21.46049299.46049646	0	5.97715625862498
21.46097168.46097358	0	4.9424488201673
21.45958571.45958861	0	4.26954189109465
21.46340974.46341313	0	2.50920937283504
21.45880915.45881101	0	5.56286821965808
21.46057581.46057738	0	5.2147698318711
21.46356045.46356373	0	4.43441472633077
21.46128439.46128787	0	3.13787234749232
21.46425066.46425410	0	6.50405464334577
21.46147519.46147671	0	2.74619450788686
21.46005978.46006259	0	2.3468746498729
21.46634369.46634717	0	5.61673408495627
21.46662015.46662233	0	2.96059511119859
21.46005492.46005663	0	2.91656836253143
21.46144477.46144827	0	2.91031629221919
21.46182733.46183056	0	3.62800364141479
21.46323658.46323829	0	5.91601557715584
21.46398451.46398663	0	2.894862377053
21.46369565.46369915	0	4.24573903242928
21.46518298.46518634	0	3.20756649085179
21.46638433.46638658	0	5.48254177459675
21.46298240.46298407	0	4.93649660685157
21.46542865.46543048	0	4.7558009198043
21.45893806.45894075	0	3.5275833471414
21.45971312.45971608	0	5.22461143379368
21.45923229.45923515	0	2.77721348876016
21.45982901.45983242	0	4.76641494609694
21.46385901.46386059	0	3.4099556831281
21.46391812.46392131	0	2.80111104844172
21.46454211.46454481	0	3.58415677103619
21.45921260.45921515	0	2.46323269869493
21.46081565.46081906	0	3.46292918989928
21.46621816.46622050	0	7.28700124419515
21.46180367.46180713	0	3.45924012095038
21.45848349.45848601	0	2.77402585365485
21.46037022.46037181	0	3.79429108732902
21.46178261.46178596	0	2.21046991245199
21.46135867.46136183	0	2.11963174033745
21.45914920.45915178	0	3.58280887397225
21.45993418.45993682	0	4.20151624536669
21.46014003.46014283	0	2.0480547909273
21.46540467.46540716	0	3.63815495028428
21.46037980.46038141	0	4.05054523013456
21.46314660.46314993	0	3.19709321082594
21.46063310.46063655	0	3.33433085785982
21.45847906.45848249	0	3.05371262377121
21.45949953.45950118	0	4.98994734421338
21.46160936.46161150	0	2.44117270362383
21.45977934.45978106	0	4.19457564448424
21.46028853.46029171	0	4.27974613926994
21.46347202.46347484	0	4.0877258969505
21.46066061.46066404	0	4.92310162876444
21.46357297.46357479	0	5.68491409138369
21.46472039.46472370	0	5.32383119657037
21.45999607.45999861	0	3.26087475886284
21.46351979.46352129	0	3.36911047723746
21.46065635.46065819	0	6.40986440186894
21.46560553.46560770	0	6.14845421069846
21.46483418.46483635	0	3.49255824155043
21.45915663.45915865	0	4.20145351301754
21.45839340.45839595	0	3.12824390238938
21.46139349.46139556	0	2.7254205219786
21.46334395.46334741	0	2.04791175208048
21.46285272.46285487	0	4.79582927485084
21.45876431.45876638	0	3.8492286825729
21.45830742.45831084	0	2.83719647919432
21.45974305.45974651	0	5.93059542615327
21.46358083.46358319	0	3.89571946894733
21.46661256.46661601	0	3.18977712703047
21.45855248.45855591	0	3.30795450294633
21.45977603.45977825	0	4.51422959016371
21.46294710.46294871	0	3.99617178351152
21.46134690.46135036	0	2.27894226000219
21.46156758.46156961	0	4.0574502721839
21.46462015.46462284	0	3.32918819313079
21.46545428.46545777	0	4.21988871993767
21.46638223.46638412	0	5.58921518265461
21.45937745.45938092	0	2.44635417099896
21.46322986.46323232	0	5.10140635702284
21.46248411.46248699	0	3.97202169075559
21.46307698.46308035	0	3.05002971879534
21.46424452.46424610	0	5.93107550348572
21.46184632.46184825	0	6.14451345627653
21.46663787.46664134	0	2.85356656617738
21.46389004.46389253	0	3.24844071786192
21.46488566.46488887	0	2.5520548512576
21.45953074.45953280	0	4.73477464163566
21.46432066.46432414	0	4.13562515850076
21.46285900.46286140	0	7.05409959164212
21.46099542.46099891	0	4.93493160590225
21.46322582.46322930	0	4.5207176721635
21.45995719.45996046	0	3.96568271535593
21.45948613.45948937	0	2.20346429493105
21.45979424.45979613	0	3.91717393774122
21.45987468.45987724	0	3.70586734610249
21.46291150.46291490	0	3.40268261677582
21.46397955.46398257	0	2.63597257805061
21.46604694.46604932	0	5.42433427845975
21.46372998.46373207	0	3.8145094080944
21.46092837.46092995	0	6.97117564854802
21.46379784.46379975	0	3.50580202852887
21.46386663.46386983	0	4.03798834288076
21.46352132.46352453	0	3.50282703153218
21.46442114.46442442	0	2.69014887012746
21.45938103.45938317	0	2.65716436330928
21.46605478.46605633	0	5.95665842446705
21.46332996.46333183	0	3.49606602059371
21.46401892.46402187	0	2.79043425757602
21.46349413.46349719	0	4.02251873323089
21.46127900.46128105	0	3.45979880337163
21.45923036.45923218	0	3.90126274023472
21.46022502.46022835	0	4.96339088916765
21.46191186.46191526	0	3.7381949677425
21.46420564.46420747	0	3.39718824830808
21.46585523.46585873	0	2.97042298976162
21.46610442.46610611	0	3.03541628745654
21.46110929.46111256	0	3.42141317704514
21.45897874.45898064	0	2.64702202615765
21.46096712.46097046	0	4.22414062943641
21.46456783.46457126	0	4.04337075454813
21.46458659.46459008	0	5.45172874038092
21.46250475.46250642	0	3.53946903474989
21.45865116.45865460	0	3.70345512659056
21.46144846.46145045	0	4.91133206157122
21.46295408.46295751	0	5.05157222044617
21.46605799.46606040	0	5.79441846579829
21.46040677.46041026	0	4.14825895396643
21.45971681.45972030	0	4.47223430277185
21.46093204.46093540	0	4.76259863434845
21.46480485.46480829	0	3.25957380179243
21.46471693.46471890	0	4.376637677588
21.45982364.45982710	0	5.42751901849733
21.46133870.46134204	0	3.25660008589832
21.45802910.45803249	0	2.28604426023158
21.46107433.46107725	0	2.22970788599725
21.46424651.46424997	0	4.51603406333561
21.45922072.45922225	0	2.79588952179093
21.46053359.46053709	0	5.13558411886507
21.45975432.45975583	0	5.33626196154135
21.46402527.46402707	0	2.80004256792787
21.46438301.46438649	0	3.36069295442635
21.45976720.45976947	0	4.33739711839203
21.46494497.46494820	0	2.43880914818459
21.46098311.46098467	0	6.56046888062798
21.46294880.46295168	0	4.49100005111396
21.45819686.45819973	0	5.10650326855881
21.46369366.46369554	0	5.12069614863431
21.46423987.46424189	0	5.58285101482316
21.46066855.46067054	0	4.7618596835693
21.46351125.46351407	0	3.49757404651609
21.46388189.46388517	0	3.21949381635886
21.46324409.46324758	0	6.12429918154284
21.46361241.46361513	0	2.7313309798851
21.46437468.46437805	0	4.01055607837421
21.46201496.46201767	0	3.90759253640334
21.46109298.46109593	0	2.84369648201781
21.46092375.46092700	0	5.6753191431303
21.46143547.46143871	0	4.20341261077665
21.45803372.45803573	0	2.84719919629767
21.46049699.46049919	0	6.48468596764894
21.46617355.46617673	0	4.24222901830169
21.45994255.45994550	0	3.91059836223081
21.45916296.45916575	0	3.96723317683759
21.46663245.46663402	0	3.42822280652089
21.45892200.45892550	0	6.34537330968699
21.46554929.46555091	0	5.00693080359252
21.46373904.46374147	0	4.52107587074197
21.46332604.46332950	0	3.0871708781248
21.46551742.46551922	0	6.98321024779655
21.46369981.46370173	0	4.85380606898269
21.46392911.46393261	0	3.41766351789333
21.45809394.45809709	0	3.48202217465515
21.45953303.45953625	0	4.18508156910862
21.46039247.46039427	0	5.67224428652735
21.46188847.46189118	0	5.59171830790857
21.46510167.46510328	0	4.41492027554449
21.46225185.46225507	0	3.18988937988589
21.46037260.46037507	0	3.23436489267252
21.46021445.46021725	0	4.50622108623693
21.46635845.46636187	0	7.27081857357977
21.46250924.46251093	0	3.12663262019536
21.45861442.45861727	0	2.87675856240305
21.46252291.46252573	0	3.26829664525728
21.45879973.45880215	0	4.48313214861838
21.46286733.46286934	0	5.47392325348787
21.45886004.45886191	0	4.58791099928466
21.46555833.46556023	0	3.67642539187593
21.46560207.46560503	0	6.82301050313085
21.46132857.46133083	0	2.49247107862888
21.46060500.46060707	0	6.51344337084879
21.46356547.46356866	0	5.41591750023314
21.46661637.46661979	0	4.39483650355593
21.46056947.46057162	0	5.68652854040719
21.46463219.46463544	0	3.00312905585422
21.45915266.45915598	0	2.89450930880776
21.46370214.46370509	0	3.34373328032818
21.46269443.46269788	0	3.00004688682692
21.46286523.46286718	0.0495331908472174	6.16210124991256
21.46059263.46059479	0	3.60968405471037
21.45951330.45951555	0	3.59408270359771
21.46189436.46189607	0	5.57117924313003
21.46553719.46554001	0	4.74494682737173
21.46100927.46101254	0	4.18674616254069
21.46372770.46372931	0	3.78903016251743
21.46477811.46478138	0	3.03712739952305
21.46155932.46156279	0	6.8184927052466
21.46153572.46153913	0	5.12722880623007
